2022-07-02T14:41:15.898957Z stderr F I0702 14:41:15.898285       1 serving.go:348] Generated self-signed cert in-memory
2022-07-02T16:56:27.9889436Z stderr F E0702 16:56:27.988787       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.StatefulSet: failed to list *v1.StatefulSet: Get "https://172.22.0.2:6443/apis/apps/v1/statefulsets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:56:32.4742446Z stderr F W0702 16:56:32.473685       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.ReplicaSet: Get "https://172.22.0.2:6443/apis/apps/v1/replicasets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:56:32.4742966Z stderr F E0702 16:56:32.473809       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.ReplicaSet: failed to list *v1.ReplicaSet: Get "https://172.22.0.2:6443/apis/apps/v1/replicasets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:56:32.9997735Z stderr F W0702 16:56:32.999227       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Pod: Get "https://172.22.0.2:6443/api/v1/pods?fieldSelector=status.phase%21%3DSucceeded%2Cstatus.phase%21%3DFailed&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:56:32.9998218Z stderr F E0702 16:56:32.999349       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Pod: failed to list *v1.Pod: Get "https://172.22.0.2:6443/api/v1/pods?fieldSelector=status.phase%21%3DSucceeded%2Cstatus.phase%21%3DFailed&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:56:38.331682Z stderr F W0702 16:56:38.331416       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Service: Get "https://172.22.0.2:6443/api/v1/services?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:56:38.3317054Z stderr F E0702 16:56:38.331470       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Service: failed to list *v1.Service: Get "https://172.22.0.2:6443/api/v1/services?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:56:38.6688622Z stderr F W0702 16:56:38.668624       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.StorageClass: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/storageclasses?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:56:38.6688868Z stderr F E0702 16:56:38.668677       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.StorageClass: failed to list *v1.StorageClass: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/storageclasses?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:56:39.9066446Z stderr F W0702 16:56:39.906228       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.PersistentVolumeClaim: Get "https://172.22.0.2:6443/api/v1/persistentvolumeclaims?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:56:39.9066759Z stderr F E0702 16:56:39.906314       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.PersistentVolumeClaim: failed to list *v1.PersistentVolumeClaim: Get "https://172.22.0.2:6443/api/v1/persistentvolumeclaims?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:56:40.3963469Z stderr F W0702 16:56:40.396129       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.ReplicationController: Get "https://172.22.0.2:6443/api/v1/replicationcontrollers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:56:40.3963635Z stderr F E0702 16:56:40.396168       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.ReplicationController: failed to list *v1.ReplicationController: Get "https://172.22.0.2:6443/api/v1/replicationcontrollers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:56:44.3169243Z stderr F W0702 16:56:44.316687       1 reflector.go:324] pkg/server/dynamiccertificates/configmap_cafile_content.go:206: failed to list *v1.ConfigMap: Get "https://172.22.0.2:6443/api/v1/namespaces/kube-system/configmaps?fieldSelector=metadata.name%3Dextension-apiserver-authentication&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:56:44.3169425Z stderr F E0702 16:56:44.316727       1 reflector.go:138] pkg/server/dynamiccertificates/configmap_cafile_content.go:206: Failed to watch *v1.ConfigMap: failed to list *v1.ConfigMap: Get "https://172.22.0.2:6443/api/v1/namespaces/kube-system/configmaps?fieldSelector=metadata.name%3Dextension-apiserver-authentication&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:56:45.6071883Z stderr F W0702 16:56:45.606691       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Namespace: Get "https://172.22.0.2:6443/api/v1/namespaces?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:56:45.6072252Z stderr F E0702 16:56:45.606791       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Namespace: failed to list *v1.Namespace: Get "https://172.22.0.2:6443/api/v1/namespaces?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:56:54.3669906Z stderr F W0702 16:56:54.366827       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.PersistentVolume: Get "https://172.22.0.2:6443/api/v1/persistentvolumes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:56:54.3670114Z stderr F E0702 16:56:54.366872       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.PersistentVolume: failed to list *v1.PersistentVolume: Get "https://172.22.0.2:6443/api/v1/persistentvolumes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:56:55.5727936Z stderr F W0702 16:56:55.572250       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.CSINode: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csinodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:56:55.5728806Z stderr F E0702 16:56:55.572360       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.CSINode: failed to list *v1.CSINode: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csinodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:56:56.3485003Z stderr F W0702 16:56:56.348259       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.PodDisruptionBudget: Get "https://172.22.0.2:6443/apis/policy/v1/poddisruptionbudgets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:56:56.3485165Z stderr F E0702 16:56:56.348306       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.PodDisruptionBudget: failed to list *v1.PodDisruptionBudget: Get "https://172.22.0.2:6443/apis/policy/v1/poddisruptionbudgets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:01.0250297Z stderr F W0702 16:57:01.024738       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.CSIDriver: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csidrivers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:01.025055Z stderr F E0702 16:57:01.024797       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.CSIDriver: failed to list *v1.CSIDriver: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csidrivers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:04.6644795Z stderr F W0702 16:57:04.664160       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Node: Get "https://172.22.0.2:6443/api/v1/nodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:04.6645057Z stderr F E0702 16:57:04.664240       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Node: failed to list *v1.Node: Get "https://172.22.0.2:6443/api/v1/nodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:11.1617964Z stderr F W0702 16:57:11.161095       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Service: Get "https://172.22.0.2:6443/api/v1/services?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:11.1618625Z stderr F E0702 16:57:11.161307       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Service: failed to list *v1.Service: Get "https://172.22.0.2:6443/api/v1/services?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:11.6670139Z stderr F W0702 16:57:11.666115       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.StorageClass: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/storageclasses?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:11.6670712Z stderr F E0702 16:57:11.666391       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.StorageClass: failed to list *v1.StorageClass: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/storageclasses?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:12.8800409Z stderr F W0702 16:57:12.879523       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.CSIStorageCapacity: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csistoragecapacities?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:12.8801011Z stderr F E0702 16:57:12.879658       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.CSIStorageCapacity: failed to list *v1.CSIStorageCapacity: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csistoragecapacities?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:17.6996965Z stderr F W0702 16:57:17.699238       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.ReplicationController: Get "https://172.22.0.2:6443/api/v1/replicationcontrollers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:17.6997319Z stderr F E0702 16:57:17.699361       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.ReplicationController: failed to list *v1.ReplicationController: Get "https://172.22.0.2:6443/api/v1/replicationcontrollers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:19.1188968Z stderr F W0702 16:57:19.118716       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.ReplicaSet: Get "https://172.22.0.2:6443/apis/apps/v1/replicasets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:19.1189144Z stderr F E0702 16:57:19.118765       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.ReplicaSet: failed to list *v1.ReplicaSet: Get "https://172.22.0.2:6443/apis/apps/v1/replicasets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:19.3783227Z stderr F W0702 16:57:19.378086       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Namespace: Get "https://172.22.0.2:6443/api/v1/namespaces?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:19.3783413Z stderr F E0702 16:57:19.378139       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Namespace: failed to list *v1.Namespace: Get "https://172.22.0.2:6443/api/v1/namespaces?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:22.5976919Z stderr F W0702 16:57:22.597201       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.StatefulSet: Get "https://172.22.0.2:6443/apis/apps/v1/statefulsets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:22.5977306Z stderr F E0702 16:57:22.597338       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.StatefulSet: failed to list *v1.StatefulSet: Get "https://172.22.0.2:6443/apis/apps/v1/statefulsets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:24.4706193Z stderr F W0702 16:57:24.470408       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.PersistentVolumeClaim: Get "https://172.22.0.2:6443/api/v1/persistentvolumeclaims?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:24.4706476Z stderr F E0702 16:57:24.470473       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.PersistentVolumeClaim: failed to list *v1.PersistentVolumeClaim: Get "https://172.22.0.2:6443/api/v1/persistentvolumeclaims?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:26.9706441Z stderr F W0702 16:57:26.970440       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Pod: Get "https://172.22.0.2:6443/api/v1/pods?fieldSelector=status.phase%21%3DSucceeded%2Cstatus.phase%21%3DFailed&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:26.9706646Z stderr F E0702 16:57:26.970499       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Pod: failed to list *v1.Pod: Get "https://172.22.0.2:6443/api/v1/pods?fieldSelector=status.phase%21%3DSucceeded%2Cstatus.phase%21%3DFailed&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:30.02836Z stderr F W0702 16:57:30.028006       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.PersistentVolume: Get "https://172.22.0.2:6443/api/v1/persistentvolumes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:30.0283866Z stderr F E0702 16:57:30.028132       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.PersistentVolume: failed to list *v1.PersistentVolume: Get "https://172.22.0.2:6443/api/v1/persistentvolumes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:36.7439282Z stderr F W0702 16:57:36.743735       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.CSIDriver: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csidrivers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:36.743948Z stderr F E0702 16:57:36.743784       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.CSIDriver: failed to list *v1.CSIDriver: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csidrivers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:37.1387512Z stderr F W0702 16:57:37.138205       1 reflector.go:324] pkg/server/dynamiccertificates/configmap_cafile_content.go:206: failed to list *v1.ConfigMap: Get "https://172.22.0.2:6443/api/v1/namespaces/kube-system/configmaps?fieldSelector=metadata.name%3Dextension-apiserver-authentication&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:37.1388388Z stderr F E0702 16:57:37.138356       1 reflector.go:138] pkg/server/dynamiccertificates/configmap_cafile_content.go:206: Failed to watch *v1.ConfigMap: failed to list *v1.ConfigMap: Get "https://172.22.0.2:6443/api/v1/namespaces/kube-system/configmaps?fieldSelector=metadata.name%3Dextension-apiserver-authentication&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:45.5871435Z stderr F W0702 16:57:45.586544       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.PodDisruptionBudget: Get "https://172.22.0.2:6443/apis/policy/v1/poddisruptionbudgets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:45.5871929Z stderr F E0702 16:57:45.586696       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.PodDisruptionBudget: failed to list *v1.PodDisruptionBudget: Get "https://172.22.0.2:6443/apis/policy/v1/poddisruptionbudgets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:49.392499Z stderr F W0702 16:57:49.392247       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.CSINode: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csinodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:49.3925271Z stderr F E0702 16:57:49.392303       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.CSINode: failed to list *v1.CSINode: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csinodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:50.1750573Z stderr F W0702 16:57:50.174895       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Node: Get "https://172.22.0.2:6443/api/v1/nodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:50.1750761Z stderr F E0702 16:57:50.174918       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Node: failed to list *v1.Node: Get "https://172.22.0.2:6443/api/v1/nodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:50.2950983Z stderr F W0702 16:57:50.294865       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.ReplicationController: Get "https://172.22.0.2:6443/api/v1/replicationcontrollers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:50.2951153Z stderr F E0702 16:57:50.294908       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.ReplicationController: failed to list *v1.ReplicationController: Get "https://172.22.0.2:6443/api/v1/replicationcontrollers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:52.7784836Z stderr F W0702 16:57:52.778088       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.StorageClass: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/storageclasses?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:52.7785161Z stderr F E0702 16:57:52.778174       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.StorageClass: failed to list *v1.StorageClass: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/storageclasses?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:56.2358085Z stderr F W0702 16:57:56.235368       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.StatefulSet: Get "https://172.22.0.2:6443/apis/apps/v1/statefulsets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:57:56.2358399Z stderr F E0702 16:57:56.235453       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.StatefulSet: failed to list *v1.StatefulSet: Get "https://172.22.0.2:6443/apis/apps/v1/statefulsets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:00.1611062Z stderr F W0702 16:58:00.160884       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.CSIStorageCapacity: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csistoragecapacities?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:00.1611291Z stderr F E0702 16:58:00.160929       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.CSIStorageCapacity: failed to list *v1.CSIStorageCapacity: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csistoragecapacities?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:03.2801314Z stderr F W0702 16:58:03.279923       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Pod: Get "https://172.22.0.2:6443/api/v1/pods?fieldSelector=status.phase%21%3DSucceeded%2Cstatus.phase%21%3DFailed&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:03.2801593Z stderr F E0702 16:58:03.279966       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Pod: failed to list *v1.Pod: Get "https://172.22.0.2:6443/api/v1/pods?fieldSelector=status.phase%21%3DSucceeded%2Cstatus.phase%21%3DFailed&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:04.3503076Z stderr F W0702 16:58:04.350146       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.ReplicaSet: Get "https://172.22.0.2:6443/apis/apps/v1/replicasets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:04.3503259Z stderr F E0702 16:58:04.350189       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.ReplicaSet: failed to list *v1.ReplicaSet: Get "https://172.22.0.2:6443/apis/apps/v1/replicasets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:04.7945859Z stderr F W0702 16:58:04.794283       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.PersistentVolume: Get "https://172.22.0.2:6443/api/v1/persistentvolumes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:04.7946071Z stderr F E0702 16:58:04.794341       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.PersistentVolume: failed to list *v1.PersistentVolume: Get "https://172.22.0.2:6443/api/v1/persistentvolumes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:09.7883506Z stderr F W0702 16:58:09.787671       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Service: Get "https://172.22.0.2:6443/api/v1/services?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:09.7884008Z stderr F E0702 16:58:09.787847       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Service: failed to list *v1.Service: Get "https://172.22.0.2:6443/api/v1/services?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
